"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 20 14:43:33 IST 2019","Thu Jun 20 14:43:34 IST 2019","485","venvScripts.com.python.UdemyRestApi.RestApiUsing_PyTest","test_oAuthentication","","","","test_UploadImage_api_UsingoAuthToken",""
